title,author
"The Year of the Witching (Bethel, #1)",Alexis Henderson
"A Sprinkle of Sorcery (A Pinch of Magic, #2)",Michelle Harrison
Den of Vipers,K.A. Knight
The Four Profound Weaves,R.B. Lemberg
Sexy But Psycho: How the Patriarchy Uses Women’s Trauma Against Them,Jessica   Taylor
"Pirate's Paradox (Sentinels of Savannah, #6)",Lisa Kessler
A World Without Email: Reimagining Work in an Age of Communication Overload,Cal Newport
Live Not by Lies: A Manual for Christian Dissidents,Rod Dreher
An Autobiography of the Autobiography of Reading (CLC Kreisel Lecture Series),Dionne Brand
Inseparable,Simone de Beauvoir
"The Fall of Babel (The Books of Babel, #4)",Josiah Bancroft
The Devil and the Dark Water,Stuart Turton
Open Water,Caleb Azumah Nelson
Το πράσινο σημειωματάριο,Clare Pooley
The Mitford Affair,Marie Benedict
"Aru Shah and the City of Gold (Pandava, #4)",Roshani Chokshi
Chick Magnet,Emma Barry
Except for Palestine: The Limits of Progressive Politics,Marc Lamont Hill
The Wilderwomen,Ruth Emmie Lang
"You Are Your Best Thing: Vulnerability, Shame Resilience, and the Black Experience",Tarana Burke
Paradais,Fernanda Melchor
Holly,Stephen King
Wonderland,Juno  Dawson
"Cloak of Scarlet (The Dericott Tales, #5)",Melanie Dickerson
Apropos of Nothing,Woody Allen
The Things We Leave Unfinished,Rebecca Yarros
"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky  Chambers
"Assistant to the Villain (Assistant to the Villain, #1)",Hannah Nicole Maehrer
Das NEINhorn und die Schlangeweile,Marc-Uwe Kling
Every Penguin in the World: A Quest to See Them All,Charles Bergman
"The Paris Mystery (Charlotte 'Charlie' James, #1)",Kirsty Manning
After the Ink Dries,Cassie Gustafson
"For the Wolf (Wilderwood, #1)",Hannah F. Whitten
"The Hexologists (The Hexologists, #1)",Josiah Bancroft
Marche ta peine,Maryvonne Rippert
Tryst Six Venom,Penelope Douglas
Consider This: Moments in My Writing Life After Which Everything Was Different,Chuck Palahniuk
"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett
The Exhibition of Persephone Q,Jessi Jezewska Stevens
Black Girl Unlimited,Echo  Brown
One Day All This Will Be Yours,Adrian Tchaikovsky
The Good Girls: An Ordinary Killing,Sonia Faleiro
"Bridge of Souls (Cassidy Blake, #3)",V.E.  Schwab
The Valley of Lost Secrets,Lesley Parr
Μόνο κανέναν μη μου φέρεις σπίτι,Nikolas Koutsodontis
"A Tangle of Spells (A Pinch of Magic, #3)",Michelle Harrison
"Stormblood (The Common, #1)",Jeremy Szal
"The Darkest King (Lords of the Underworld, #15)",Gena Showalter
"Magic Dark, Magic Divine (Warrior of the Divine Sword, #1)",A.J. Locke
Privacy is Power: Why and How You Should Take Back Control of Your Data,Carissa Véliz
Craft in the Real World: Rethinking Fiction Writing and Workshopping,Matthew Salesses
Race the Sands,Sarah Beth Durst
All Girls,Emily Layden
The Tea Dragon Society Box Set,Kay O'Neill
Nights of Plague,Orhan Pamuk
Aru Shah and the Tree of Wishes (Pandava #3),Roshani Chokshi
Monkey Prince Vol. 1: Enter the Monkey,Gene Luen Yang
The Heartstopper Colouring Book,Alice Oseman
Animal,Lisa Taddeo
When the World Was Ours,Liz Kessler
Never Lie,Freida McFadden
The Silence,Don DeLillo
This Other Eden,Paul Harding
The House of Serendipity,Lucy Ivison
Never,Ken Follett
"Anatomy (The Anatomy Duology, #1)",Dana Schwartz
Lotus,Jennifer Hartmann
The Wim Hof Method: Activate Your Full Human Potential,Wim Hof
Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir
A Day of Fallen Night (The Roots of Chaos #0),Samantha    Shannon
Red Team Blues (Martin Hench #1),Cory Doctorow
Tinsel: The Girls Who Invented Christmas,Sibéal Pounder
State of Terror,Hillary Rodham Clinton
When You Least Expect It,Haley Cass
National Geographic Photo Ark Wonders: Celebrating Diversity in the Animal Kingdom,Joel Sartore
Do Tell,Lindsay Lynch
The Secrets We Keep,Cassie Gustafson
Platonic: How the Science of Attachment Can Help You Make—and Keep—Friends,Marisa G. Franco
"The Crown of Oaths and Curses (The Mortal Fates, #1)",J.  Bree
"The Fragile Threads of Power (Threads of Power, #1)",V.E.  Schwab
Someone Else's Shoes,Jojo Moyes
Extinction,Douglas Preston
Drunk on All Your Strange New Words,Eddie Robson
Inferno: A Memoir of Motherhood and Madness,Catherine Cho
"Unconquerable Sun (The Sun Chronicles, #1)",Kate Elliott
Ποιήματα (1962-2018),Γεράσιμος Λυκιαρδόπουλος
Dead Famous: An Unexpected History of Celebrity from Bronze Age to Silver Screen,Greg  Jenner
Summer Sons,Lee Mandelo
Aristocracy of Talent: How Meritocracy Made the Modern World,Adrian Wooldridge
"The Darkest Destiny  (Lords of the Underworld, #15.5)",Gena Showalter
"Pirate's Promise (Sentinels of Savannah, #5)",Lisa Kessler
Harleen,Stjepan Šejić
"Farewell to the Liar (Tales of Fenest, #3)",D.K. Fields
Brotherhood,Mike Chen
Layoverland,Gabby Noone
Sandy Hook,Elizabeth  Williamson
It Takes What It Takes: How to Think Neutrally and Gain Control of Your Life,Trevor Moawad
The Seventh Mansion,Maryse Meijer
The Extraordinary Deaths of Mrs. Kip,Sara Brunsvold
"Greywaren (Dreamer Trilogy, #3)",Maggie Stiefvater
"Soul Taken (Mercy Thompson, #13)",Patricia Briggs
The Unmaking of June Farrow,Adrienne Young
Those Who Wait,Haley Cass
They Called Me a Lioness: A Palestinian Girls Fight for Freedom,Ahed Tamimi
Fruiting Bodies: Stories,Kathryn  Harlan
The Warrior in My Wardrobe (The Misadventures of Merdyn the Wild #2),Simon Farnaby
Birds: Photographs,Tim Flach
Mr Wilder & Me,Jonathan Coe
Harlem After Midnight (Canary Club #2),Louise Hare
Conversations with Orhan Pamuk,Erdağ M. Göknar
Flower and Thorn,Rati Mehrotra
The Liar of Red Valley,Walter Goodwater
Smalltime: A Story of My Family and the Mob,Russell Shorto
Life after Truth,Ceridwen Dovey
Ενδεχόμενα τοπία,Δανάη Σιώζιου
"The Missing Diamonds (Agent Zaiba Investigates, #1)",Annabelle Sami
The End of Everything,Katie  Mack
The Good Sister,Sally Hepworth
The Brightest Star in Paris,Diana Biller
"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery",Catherine Gildiner
"The Warlord (Rise of the Warlords, #1)",Gena Showalter
The Neil Gaiman Reader: Selected Fiction,Neil Gaiman
Greta & Valdin,Rebecca K. Reilly
The Magnificent Lives of Marjorie Post,Allison Pataki
"Tokyo Ever After (Tokyo Ever After, #1)",Emiko Jean
The Love Con,Seressia Glass
"The Shadow of Kyoshi (The Kyoshi Novels, #2)",F.C. Yee
"The World We Make (Great Cities, #2)",N.K. Jemisin
"Driving the Deep (Finder Chronicles, #2)",Suzanne Palmer
Once Upon a Quinceañera,Monica Gomez-Hira
Bone Deep: Untangling the Betsy Faria Murder Case,Charles Bosworth Jr.
Not Your All-American Girl,Wendy Wan-Long Shang
Time to Think: The Inside Story of the Collapse of the Tavistock's Gender Service for Children,Hannah Barnes
Uncomfortable Conversations With a Black Man,Emmanuel Acho
Jackal,Erin E. Adams
Velocities,Kathe Koja
Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari
"Bag Man: The Wild Crimes, Audacious Cover-Up, and Spectacular Downfall of a Brazen Crook in the White House",Rachel Maddow
"Final Offer (Dreamland Billionaires, #3)",Lauren Asher
"Ship Wrecked (Spoiler Alert, #3)",Olivia Dade
"Tentacles & Triathlons (Leviathan Fitness, #2)",Ashley Bennett
The Labors of Hercules Beal,Gary D. Schmidt
The Danger Gang,Tom    Fletcher
The Fate of a Flapper (The Speakeasy Murders #2),Susanna Calkins
The Last Two: The Battle to Save the Northern White Rhinos,Boštjan  Videmšek
"Después de diciembre (Meses a tu lado, #2)",Joana Marcús
Until August,Gabriel García Márquez
Nettle & Bone,T. Kingfisher
Happy & You Know It,Laura Hankin
"The Hundred Years' War on Palestine: A History of Settler Colonialism and Resistance, 1917–2017",Rashid Khalidi
Love Your Life,Sophie Kinsella
The Historians,Cecilia Ekbäck
21 ρωγμές στην επίσημη ιστορία για το 1821,Σπύρος Αλεξίου
One of the Good Ones,Maika Moulite
A Wolf for a Spell,Karah Sutton
Too Good to Be True,Carola Lovering
Members Only,Sameer Pandya
Northern Protestants: On Shifting Ground,Susan McKay
"The Black Church: This Is Our Story, This Is Our Song",Henry Louis Gates Jr.
Unlikely Animals,Annie  Hartnett
Crip Kinship: The Disability Justice & Art Activism of Sins Invalid,Shayda Kafai
"Queen (Sterling Falls, #4)",S. Massery
Not Here to Be Liked,Michelle Quach
Marigold and Rose,Louise Glück
Confidence Man: The Making of Donald Trump and the Breaking of America,Maggie Haberman
"The Dawn of Yangchen (The Yangchen Novels, #1)",F.C. Yee
"Until the Last of Me (Take Them to the Stars, #2)",Sylvain Neuvel
The Ahuman Manifesto: Activism for the End of the Anthropocene,Patricia MacCormack
A Most Beautiful Thing: The True Story of America's First All-Black High School Rowing Team,Arshay Cooper
"The Hidden Palace (The Golem and the Jinni, #2)",Helene Wecker
Crowbones (The World of the Others #3; The Others #8),Anne Bishop
"Powerless (Chestnut Springs, #3)",Elsie Silver
Pandora's Jar: Women in the Greek Myths,Natalie Haynes
"The Dragon's Bride (A Deal With a Demon, #1)",Katee Robert
Simon Sort of Says,Erin Bow
The Spectacular,Fiona  Davis
Ain't Burned All the Bright,Jason Reynolds
A Stone is Most Precious Where it Belongs,Gulchehra Hoja
"Tres meses (Meses a tu lado, #3)",Joana Marcús
"Foul Heart Huntsman (Foul Lady Fortune, #2)",Chloe Gong
Dead Silence,S.A. Barnes
The Cactus League,Emily Nemens
"A Whisper in the Dark (Charlie Travesty, #1)",Jessi Elliott
Κόκκινο,Κώστας Χαρίτος
Three Hours,Rosamund Lupton
"The Hand of the Sun King (Pact and Pattern, #1)",J.T. Greathouse
"They Called Us ""Lucky"": The Life and Afterlife of the Iraq War's Hardest Hit Unit",Ruben Gallego
The Tsarina's Daughter,Ellen Alpsten
"Cynical Theories: How Activist Scholarship Made Everything about Race, Gender, and Identity—and Why This Harms Everybody",Helen Pluckrose
The Henna Wars,Adiba Jaigirdar
The Christmas Murder Game,Alexandra Benedict
"Royal Honor (Dragon Royals, #5)",May Dawson
"Honey Trap (The Guild, #1)",Tate James
The Seven Moons of Maali Almeida,Shehan Karunatilaka
"The Furies (Charlie Parker, #20)",John Connolly
Only Mostly Devastated,Sophie Gonzales
The Cursed Carnival and Other Calamities: New Stories about Mythic Heroes,Rick Riordan
Follow Your Arrow,Jessica Verdi
Motherthing,Ainslie Hogarth
Out on a Limb,Hannah Bonam-Young
Circles,Josiah Morgan
Penance,Eliza  Clark
Wishtress,Nadine Brandes
"Broken Hearts (Campus Nights, #3)",Rebecca Jenshak
Acsquidentally in Love (Sucker for Love Mysteries #1),K.L. Hiers
The Wizard In My Shed (The Misadventures of Merdyn the Wild #1),Simon Farnaby
Viviana Valentine Gets Her Man (Girl Friday #1),Emily J. Edwards
When You Trap a Tiger,Tae Keller
"Worst Wingman Ever (The Improbable Meet-Cute, #2)",Abby Jimenez
The Summer We Crossed Europe in the Rain: Lyrics for Stacey Kent,Kazuo Ishiguro
"Foul Lady Fortune (Foul Lady Fortune, #1)",Chloe Gong
Revelator,Daryl Gregory
The Glass House,Eve  Chase
Most Likely,Sarah  Watson
"Katheryn Howard: the Scandalous Queen (Six Tudor Queens, #5)",Alison Weir
Δανδής και ονειροπόλος,Υπερρεαλιστική Ομάδα Θεσσαλονίκης
"Execution in E (Gethsemane Brown Mysteries, #5)",Alexia Gordon
"The Making of a Highlander (Midnight in Scotland, #1)",Elisa Braden
Intimations,Zadie Smith
In Sensorium: Notes for My People,Tanaïs
The Liar's Dictionary,Eley Williams
"City of Shattered Light (Requiem Dark, #1)",Claire Winn
The Maiden of All Our Desires,Peter Manseau
"The Duke Who Didn't (Wedgeford Trials, #1)",Courtney Milan
The Matchmaker's Gift,Lynda Cohen Loigman
Two Wrongs Make a Right (The Wilmot Sisters #1),Chloe Liese
Last Chance Books,Kelsey Rodkey
Becoming Muhammad Ali,James Patterson
More Myself: A Journey,Alicia Keys
All Hallows,Christopher Golden
Hello Beautiful,Ann Napolitano
The Creative Act: A Way of Being,Rick Rubin
Never Finished: Unshackle Your Mind and Win the War Within,David Goggins
Kraken My Heart (Sucker for Love Mysteries #2),K.L. Hiers
Our Team: The Epic Story of Four Men and the World Series That Changed Baseball,Luke Epplin
The Thread Collectors,Shaunna J. Edwards
"Make My Move (Hannaford Prep, #5)",J.  Bree
"The Exception to the Rule (The Improbable Meet-Cute, #1)",Christina Lauren
Love and Other Human Errors,Bethany Clift
"Breakaway (Beyond the Play, #2)",Grace Reilly
"Winter's Orbit (Winter's Orbit, #1)",Everina Maxwell
Ντακάρ - Dakar,Θάνος Γώγος
Changing the Equation: 50+ US Black Women in STEM,Tonya Bolden
"The Life You Stole (Life, #2)",Jewel E. Ann
"Bear Bottom (FunJungle, #7)",Stuart Gibbs
Hollywood Park,Mikel Jollett
Just Like You,Nick Hornby
Difficult Women: A History of Feminism in 11 Fights,Helen   Lewis
Vagabonds!,Eloghosa Osunde
Lease on Love,Falon Ballard
"Rebel (Sterling Falls, #3)",S. Massery
"The Oleander Sword (The Burning Kingdoms, #2)",Tasha Suri
Burn,Patrick Ness
You Should See Me in a Crown,Leah  Johnson
Santiago's Road Home,Alexandra  Diaz
"For the First Time, Again (Take Them to the Stars #3)",Sylvain Neuvel
"Blood Heir (Aurelia Ryder, #1; World of Kate Daniels, #15)",Ilona Andrews
"Wildfire (Maple Hills, #2)",Hannah  Grace
"Be Water, My Friend: The True Teachings of Bruce Lee",Shannon Lee
A Fae's Two Alphas,Jem Zero
"The Unforgettable Logan Foster (Logan Foster, #1)",Shawn  Peters
"The Rise and Reign of the Mammals: A New History, from the Shadow of the Dinosaurs to Us",Steve Brusatte
"Her Majesty's Royal Coven (Her Majesty's Royal Coven, #1)",Juno  Dawson
Angels Adrift (A Mercy Allcutt Mystery #6),Alice Duncan
The Seed Keeper,Diane         Wilson
What Stars Are Made of,Sarah  Allen
"First Down (Beyond the Play, #1)",Grace Reilly
What Big Teeth,Rose Szabo
A Princess for Christmas,Jenny  Holiday
"Αντι-γόνη, Αντι-θεός, Αντι-τύραννος",Σάββας Μιχαήλ
Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad
Musical Chairs,Amy Poeppel
"Keep Moving: Notes on Loss, Creativity, and Change",Maggie  Smith
Just Pursuit: A Black Prosecutor's Fight for Fairness,Laura Coates
Lote,Shola von Reinhold
Pretty Little Wife,Darby Kane
Flyaway,Kathleen Jennings
I Have Something to Tell You,Chasten Glezman Buttigieg
"Count Your Lucky Stars (Written in the Stars, #3)",Alexandria Bellefleur
Transcendent: Art and Dharma in a Time of Collapse,Curtis White
When the Moon Turns Blue,Pamela Terry
Unfair Play: The Battle For Women's Sport,Sharron Davies
Slewfoot: A Tale of Bewitchery,Brom
21 Grams,M.  Regan
When These Mountains Burn,David    Joy
"After We Gazed at the Starry Sky, Vol. 1",Bisco Kida
Otherlands: A Journey Through Earth's Extinct Worlds,Thomas Halliday
The Magnolia Palace,Fiona  Davis
And Then She Fell,Alicia Elliott
"Stealing Home (Beyond the Play, #3)",Grace Reilly
The Woman Before Wallis,Bryn Turnbull
Faucian Bargain: The Most Powerful and Dangerous Bureaucrat in American History,Steve Deace
Καλλίμορφη,Μιχάλης Μανωλιός
"The King of Faerie (Stariel, #4)",A.J. Lancaster
The Queen of the Cicadas,V. Castro
Reel (Hollywood Renaissance #1),Kennedy Ryan
The Layover,Lacie Waldon
Two Nights in Lisbon,Chris  Pavone
The Night Ship,Jess Kidd
The Sex Lives of African Women,Nana Darkoa Sekyiamah
Gender-Critical Feminism,Holly Lawford-Smith
The Redpoint Crux,Morgan Shamy
"Hang the Moon (Written in the Stars, #2)",Alexandria Bellefleur
"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard
Millionaires for the Month,Stacy McAnulty
"The Killing Hills (Mick Hardin, #1)",Chris Offutt
"Everything for You (Bergman Brothers, #5)",Chloe Liese
"Natrium Chlorid (Sonderdezernat Q, #9)",Jussi Adler-Olsen
Chevreuse,Patrick Modiano
Harlem Sunset (Harlem Renaissance Mystery #2),Nekesa Afia
"Cold, Cold Bones (Temperance Brennan, #21)",Kathy Reichs
The Last Bloodcarver,Vanessa Le
Firebreak,Nicole Kornher-Stace
The Great Gatsby: The Graphic Novel,Fred Fordham
Η πολιτεία Λαβύρινθος,Αργύρης Χιόνης
Plague of Corruption: Restoring Faith in the Promise of Science,Kent Heckenlively
"Tilly and the Lost Fairytales (Pages & Co., #2)",Anna     James
"Miss Moriarty, I Presume? (Lady Sherlock, #6)",Sherry Thomas
One-Eyed Jax,R.A. Salvatore
Shifting the Silence,Etel Adnan
Arizona SB 1070:  An Act,Ryan  Clark
Growing Up Disabled in Australia,Carly Findlay
A Death so Sweet: Collection One: Books 1 - 3,Candace Wondrak
"Payback's a Witch (The Witches of Thistle Grove, #1)",Lana Harper
Kiss & Tell,Adib Khorram
The Original,Brandon Sanderson
"Serenade (The Dark Nocturne, #1)",Morgan Shamy
Om könets existens,Kajsa Ekis Ekman
A House with Good Bones,T. Kingfisher
"If Only You (Bergman Brothers, #6)",Chloe Liese
The Social Graces,Renée Rosen
"Wicked As You Wish (A Hundred Names for Magic, #1)",Rin Chupeco
The Women,Kristin Hannah
"The Blood Traitor (The Prison Healer, #3)",Lynette Noni
"Fallout: Nuclear Bribes, Russian Spies, and the Washington Lies that Enriched the Clinton and Biden Dynasties",John Solomon
"Escape From Aurora (Frostheart, #2)",Jamie Littler
"Tilly and the Map of Stories (Pages & Co., #3)",Anna     James
The Thousand Crimes of Ming Tsu,Tom  Lin
Αστικό ελάφι,Μαρία Κουλούρη
"The Bombay Prince (Perveen Mistry, #3)",Sujata Massey
"Feminism, Interrupted: Disrupting Power",Lola Olufemi
Hench,Natalie Zina Walschots
Bitch: On the Female of the Species,Lucy Cooke
Ghosting: A Love Story,Tash Skilton
The Suspect,Kathryn Croft
The Prettiest,Brigit Young
Cursed Bread,Sophie Mackintosh
"Etude (The Dark Nocturne, #2)",Morgan Shamy
Rainbow Milk,Paul Mendez
These Thin Lines,Milena McKay
"With You Forever (Bergman Brothers, #4)",Chloe Liese
"The Elf Beside Himself (Beyond the Veil, #6)",K.M. Avery
The Putin Files: Excursions Around the Ideology of Pain,Wole Soyinka
Miss Aldridge Regrets,Louise Hare
The Burnout,Sophie Kinsella
Η φύλακας του ήλιου,Maja Lunde
"Muse (Muse, #1)",Brittany Cavallaro
Glassheart,Katharine  Orton
Countdown to Socialism,Devin Nunes
"The Unspoken Name (The Serpent Gates, #1)",A.K. Larkwood
Δεύτερη νεότητα,Τώνια Τζιρίτα-Ζαχαράτου
Finna,Nate Marshall
A Fire like You,Upile Chisala
The Christie Affair,Nina de Gramont
"Escape the Reaper (Maura Quinn, #3)",Ashley N. Rostek
Circus of Wonders,Elizabeth Macneal
"A Counterfeit Suitor (Rosalind Thorne Mysteries, #5)",Darcie Wilde
Ghost Mortem (Ghost Detective #1),Jane Hinchey
The Pink Hotel,Liska Jacobs
"Promenade (The Dark Nocturne, #3)",Morgan Shamy
"We Are Bellingcat: Global Crime, Online Sleuths, and the Bold Future of News",Eliot Higgins
The House of Eve,Sadeqa Johnson
The Golem of Brooklyn,Adam Mansbach
Peaces,Helen Oyeyemi
"Only and Forever (Bergman Brothers, #7)",Chloe Liese
Sunshine: A Graphic Novel,Jarrett J. Krosoczka
The Barbizon: The Hotel That Set Women Free,Paulina Bren
"Furysong (The Aurelian Cycle, #3)",Rosaria Munda
Lunar New Year Love Story,Gene Luen Yang
"Above all Things (Carlisle, #2)",Roslyn Sinclair
"This Woven Kingdom (This Woven Kingdom, #1)",Tahereh Mafi
Εξημέρωση: Νεκρογραφία,Δημοσθένης Παπαμάρκος
The Companions,Katie M. Flynn
Mr. Gardiner and the Governess (Clairvoir Castle Romances #1),Sally Britton
18 Tiny Deaths: The Untold Story of Frances Glessner Lee and the Invention of Modern Forensics,Bruce Goldfarb
The Traitor,V.S. Alexander
"Paladin's Hope (The Saint of Steel, #3)",T. Kingfisher
我們的最後進化 Our Last Evolution,傘下的人
The Midnight Bargain,C.L. Polk
"Wild Honor (Dragon Royals, #4)",May Dawson
"Endure the Pain (Maura Quinn, #2)",Ashley N. Rostek
The Displacements,Bruce Holsinger
Lone Women,Victor LaValle
Couplets,Maggie Millner
The Arsonists' City,Hala Alyan
"Manifest (Muse, #2)",Brittany Cavallaro
The Wolf and the Woodsman,Ava Reid
Science Fictions,Stuart Ritchie
The Dark Between the Trees,Fiona  Barnett
"Fear No Evil (Alex Cross,  #29)",James Patterson
"Ever After Always (Bergman Brothers, #3)",Chloe Liese
Better Than Expected,Haley Cass
Dead Dead Girls (Harlem Renaissance Mystery #1),Nekesa Afia
"A Mirror Mended (Fractured Fables, #2)",Alix E. Harrow
Garbo,Robert    Gottlieb
"La Corte del Eclipse (El príncipe del sol, #3)",Claudia Ramírez Lomelí
The Spectrum Girl’s Survival Guide,Siena Castellon
Couple Found Slain: After a Family Murder,Mikita Brottman
The First Day of Spring,Nancy Tucker
Other People's Houses,Kelli Hawkins
In Her Shoes: Women of the Eighth: A Memoir and Anthology,Erin Darcy
"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn't, and Get Stuff Done",Kendra Adachi
"Fighter (Sterling Falls, #2)",S. Massery
"Chapter and Curse (Cambridge Bookshop, #1)",Elizabeth Penney
The Book of Accidents,Chuck Wendig
"Katharine Parr, the Sixth Wife (Six Tudor Queens, #6)",Alison Weir
"A Lady Compromised (Rosalind Thorne Mysteries, #4)",Darcie Wilde
Aesthetica,Allie Rowbottom
Just Like Home,Sarah Gailey
He Started It,Samantha  Downing
Your Brain is Always Listening,Daniel G. Amen
The Further Adventures of Sherlock Holmes - The Martian Menace,Eric Brown
"Deadly Cross (Alex Cross, #28)",James Patterson
"Only When It's Us (Bergman Brothers, #1)",Chloe Liese
"The Hunter (Cal Hooper, #2)",Tana French
"Twin Crowns (Twin Crowns, #1)",Catherine Doyle
"Club 22 (Hades, #3)",Tate James
Why Has Nobody Told Me This Before?,Julie      Smith
"Crook Manifesto (Ray Carney, #2)",Colson Whitehead
Camp Jupiter Classified: A Probatio's Journal,Rick Riordan
"The Girl in His Shadow (Nora Beady, #1)",Audrey  Blake
The Girl in the Mirror,Rose Carlyle
Panic Attack: Playing Politics with Science in the Fight Against COVID-19,Nicole Saphier
Dear Senthuran: A Black Spirit Memoir,Akwaeke Emezi
"Sacred Honor (Dragon Royals, #3)",May Dawson
"Warrior Fae (Ruthless Boys of the Zodiac, #5)",Caroline Peckham
Thistlefoot,GennaRose Nethercott
"The Witness for the Dead (The Cemeteries of Amalo, #1)",Katherine Addison
The German Heiress,Anika Scott
"Always Only You (Bergman Brothers, #2)",Chloe Liese
I Guess I Haven't Learned That Yet: Discovering New Ways of Living When the Old Ways Stop Working,Shauna Niequist
"Anarchy (Hades, #2)",Tate James
Eyes that Kiss in the Corners,Joanna Ho
Las Memorias de Fenrai,Claudia Ramírez Lomelí
"The Gilded Cage (The Prison Healer, #2)",Lynette Noni
Confessions on the 7:45,Lisa Unger
The Chief Witness: escape from China’s modern-day concentration camps,Sayragul Sauytbay
How I Saved the World,Jesse Watters
Girl A,Abigail Dean
Five Tuesdays in Winter,Lily King
"The Abolition of Sex: How the ""Transgender"" Agenda Harms Women and Girls",Kara Dansky
Stranger Faces,Namwali Serpell
The Archive of the Forgotten (Hell's Library #2),A.J. Hackwith
"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe
"The Grief of Stones  (The Cemeteries of Amalo, #2)",Katherine Addison
"Really Good, Actually",Monica Heisey
The Nightmare Man,J.H. Markert
Bone Music,David Almond
Forget Me Not,Julie  Soto
Honor,Thrity Umrigar
Jade Fire Gold,June C.L. Tan
"7th Circle (Hades, #1)",Tate James
Again and Again,Jonathan Evison
The Third Pole: My Everest climb to find the truth about Mallory and Irvine,Mark Synnott
"Overboard (V.I. Warshawski, #21)",Sara Paretsky
"First Comes Like (Modern Love, #3)",Alisha Rai
Our Crooked Hearts,Melissa Albert
Obit,Victoria Chang
Infamous,Lex Croucher
Velvet Was the Night,Silvia Moreno-Garcia
Mrs. Nash's Ashes,Sarah   Adler
"Lightbringer (Empirium, #3)",Claire Legrand
"Timber (Hades, #4)",Tate James
Junior High (Tegan and Sara #1),Tegan Quin
Little Disasters,Sarah Vaughan
His Only Wife,Peace Adzo Medie
Einstein: Die fantastische Reise einer Maus durch Raum und Zeit,Torben Kuhlmann
The Royals Next Door,Karina Halle
The End of the World is Flat,Simon Edge
Close Up (Burning Cove #4),Amanda Quick
"A Ruin of Roses (Deliciously Dark Fairytales, #1)",K.F. Breene
Spells for Forgetting,Adrienne Young
"Gouda Friends (Ponto Beach Reunion, #2)",Cathy Yardley
The Comfort Book,Matt Haig
Maeve Fly,C.J. Leede
Sherlock Holmes & The Three Winter Terrors,James Lovegrove
A Black Women's History of the United States,Daina Ramey Berry
"The Lost Dreamer (The Lost Dreamer Duology, 1)",Lizz Huerta
Camp Zero,Michelle Min Sterling
Character: The History of a Cultural Obsession,Marjorie Garber
The Littlest Yak,Lu Fraser
A Single Rose,Muriel Barbery
The Golden Couple,Greer Hendricks
Why the Germans Do it Better: Notes from a Grown-Up Country,John Kampfner
"A ​Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir
"Save Me (WITSEC, #2)",Ashley N. Rostek
The Memory Collectors,Kim Neville
Maureen (Harold Fry #3),Rachel Joyce
Please Join Us,Catherine McKenzie
China,Edward Rutherfurd
"Asterix and the Griffin (Asterix, #39)",Jean-Yves Ferri
"The Last Fallen Star (Gifted Clans, #1)",Graci Kim
VenCo,Cherie Dimaline
The Long Slide: Thirty Years in American Journalism,Tucker Carlson
"The Nameless Ones (Charlie Parker, #19)",John Connolly
1000 Serpentinen Angst,Olivia Wenzel
Wrapped Up in You,Talia Hibbert
"The Secret of the Lost Pearls (Rosalind Thorne Mysteries, #6)",Darcie Wilde
Piñata,Leopoldo Gout
Parachutes,Kelly Yang
Age of Vice,Deepti Kapoor
A Forgery of Roses,Jessica S. Olson
I Was Told It Would Get Easier,Abbi Waxman
The Soul of a Woman,Isabel Allende
The Psychology of Money,Morgan Housel
Elixir,Ellen Goodlett
The Selected Works of Audre Lorde,Audre Lorde
"Sword in the Stars (Once & Future, #2)",A.R. Capetta
NSFW,Isabel Kaplan
The Making of Another Major Motion Picture Masterpiece,Tom Hanks
"A History of What Comes Next (Take Them to the Stars, #1)",Sylvain Neuvel
Zero Days,Ruth Ware
So Late in the Day,Claire Keegan
"Wicked Serve (Beyond the Play, #4)",Grace Reilly
The Reunion,Kayla Olson
Lost in Thought: The Hidden Pleasures of an Intellectual Life,Zena Hitz
Three Words for Goodbye,Hazel Gaynor
A Brilliant Night of Stars and Ice,Rebecca Connolly
The Sweet Spot,Amy Poeppel
This Woman's Work: Essays on Music,Sinéad Gleeson
"The Secret Lives of Country Gentlemen (The Doomsday Books, #1)",K.J. Charles
"Forging Silver into Stars (Forging Silver into Stars, #1)",Brigid Kemmerer
"Caged Wolf (Darkmore Penitentiary, #1)",Caroline Peckham
Why Didn't You Tell Me?,Carmen Rita Wong
The Deep Places: A Memoir of Illness and Discovery,Ross Douthat
The Last Grand Duchess,Bryn Turnbull
"Golden Chaos (Three Bears, #2; Cheeky Fairy Tales, #2)",Colette Rhodes
"Ordinary Monsters (The Talents Trilogy, #1)",J.M. Miro
Cosmoknights Book Two,Hannah Templer
"A Stranger at the Door (Rachel Marin Thriller, #2)",Jason Pinter
